Player,Team,Pos,GP,Total_Minutes,Avg_Min_Per_Game,Total_Shots,Total_SoT,Total_Goals,Total_xG,Shots_per_90,SoT_per_90,L5_SoT_per_90,SoT_Accuracy_%
Alexandros Katranis,Real Salt Lake,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Alexander Aravena,Portland Timbers,Unknown,2,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Alex Roldan,Seattle Sounders,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Alex Harris,Colorado Rapids,Unknown,1,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Alejandro Bedoya,Philadelphia Union,Unknown,4,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Aiden Hezarkhani,Real Salt Lake,Unknown,2,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Ahmed Qasem,Nashville SC,Unknown,4,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Adrián Marín,Orlando City,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Adrian Gill,Atlanta United,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Aníbal Godoy,San Diego FC,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Arnau Farnós,New York City FC,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Cayman Togashi,Atlanta United,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Augustin Anello,Philadelphia Union,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Casemiro,Inter Miami,Unknown,4,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0
Carlos Harvey,Minnesota United,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Carlos Garcés,LA Galaxy,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Carlo Holse,St. Louis City,Unknown,2,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Cameron Harper,Red Bull New York,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Cabral Carter,Los Angeles FC,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
CJ Fodrey,Austin FC,Unknown,1,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
C.J. dos Santos,San Diego FC,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bryan Zamblé,San Diego FC,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bryan Acosta,Nashville SC,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bruno Caicedo,Vancouver Whitecaps,Unknown,2,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Brian Schwake,Nashville SC,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Brian Anunga,FC Cincinnati,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Brendan Hines-Ike,Austin FC,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Brayan Ceballos,CF Montréal,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Brandon Servania,D.C. United,Unknown,5,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0
Brandan Craig,CF Montréal,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Brad Stuver,Austin FC,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bongokuhle Hlongwane,Minnesota United,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bernardo Rhein,Orlando City,Unknown,4,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Bernard Kamungo,FC Dallas,Unknown,5,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Benjamín Kuscevic,Toronto FC,Unknown,2,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Aziel Jackson,Minnesota United,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hannes Wolf,New York City FC,Unknown,3,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Harbor Miller,LA Galaxy,Unknown,5,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0
Harry Toffolo,Charlotte FC,Unknown,3,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Luca de la Torre,Charlotte FC,Unknown,5,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Luca Langoni,New England Revolution,Unknown,3,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0
Luca Bombino,San Diego FC,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Lovens Delinois,Inter Miami,Unknown,1,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Leonardo Barroso,Chicago Fire,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Lawrence Ennali,Houston Dynamo,Unknown,6,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Laurtaro Giaccone,Columbus Crew,Unknown,2,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Kwaku Agyabeng,Sporting Kansas City,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kristijan Kahlina,Charlotte FC,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kosi Thompson,Colorado Rapids,Unknown,3,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Kobe Franklin,Toronto FC,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kim Kee-hee,Seattle Sounders,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kieran Sargeant,San Diego FC,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kevin Pierre,New York City FC,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kevin O'Toole,New York City FC,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kenneth Nielsen,Los Angeles FC,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Keisuke Kurokawa,D.C. United,Unknown,5,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Keegan Rosenberry,Colorado Rapids,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Keaton Parks,New York City FC,Unknown,2,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Kamal Miller,Portland Timbers,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kaick,FC Dallas,Unknown,5,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Kai Wagner,Philadelphia Union,Unknown,5,0.0,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0
Júnior Alonso,Atlanta United,Unknown,5,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Julián Aude,LA Galaxy,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Luca Petrasso,CF Montréal,Unknown,5,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Lucas Halter,Houston Dynamo,Unknown,6,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Julian Gressel,Minnesota United,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Lucas Herrington,Colorado Rapids,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Matthew Dos Santos,Red Bull New York,Unknown,5,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Matthew Corcoran,Nashville SC,Unknown,5,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Matt Turner,New England Revolution,Unknown,6,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Matt Miazga,FC Cincinnati,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Matt Freese,New York City FC,Unknown,5,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Mathías Laborda,Vancouver Whitecaps,Unknown,5,0.0,0.0,10,0,0,0.0,0.0,0.0,0.0,0.0
Mathieu Choinière,Los Angeles FC,Unknown,5,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Matheus Pereira,Toronto FC,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mateja Đorđević,Austin FC,Unknown,5,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Maren Haile-Selassie,Chicago Fire,Unknown,5,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Marcus Caldeira,Minnesota United,Unknown,2,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Marcos Zambrano,New England Revolution,Unknown,6,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Marcelo Saracchi,Houston Dynamo,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Marcelo Herrera,Columbus Crew,Unknown,2,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Manu Duah,San Diego FC,Unknown,5,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Mamadou Fofana,New England Revolution,Unknown,6,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Malte Amundsen,Columbus Crew,Unknown,4,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Malik Henry,Toronto FC,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Luke Brennan,Atlanta United,Unknown,5,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Luka Gavran,Toronto FC,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Luis Otávio,Orlando City,Unknown,5,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Lucas Sanabria,LA Galaxy,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Lucas Hoyos,Atlanta United,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Julio Joao Ortíz,Portland Timbers,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jules-Anthony Vilsaint,Toronto FC,Unknown,1,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0
Hosei Kijima,D.C. United,Unknown,4,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Jared Stroud,D.C. United,Unknown,5,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
James Pantemis,Portland Timbers,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jamar Ricketts,San Jose Earthquakes,Unknown,5,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Jalen Neal,CF Montréal,Unknown,3,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Jake Davis,Sporting Kansas City,Unknown,5,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Jahkeele Marshall-Rutty,Red Bull New York,Unknown,5,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Jacob Shaffelburg,Los Angeles FC,Unknown,4,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Jacob Bartlett,Sporting Kansas City,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jackson Yueill,New England Revolution,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jackson Ragen,Seattle Sounders,Unknown,3,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Jack McGlynn,Houston Dynamo,Unknown,6,0.0,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0
Jack Maher,Nashville SC,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jack Elliott,Chicago Fire,Unknown,5,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
J.T. Marcinkowski,LA Galaxy,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Isaiah Parente,LA Galaxy,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ignacio Suarez,Atlanta United,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ian Smith,Portland Timbers,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ian Murphy,San Diego FC,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ian James,Sporting Kansas City,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ian Harkes,San Jose Earthquakes,Unknown,5,0.0,0.0,6,0,0,0.0,0.0,0.0,0.0,0.0
Ian Fray,Inter Miami,Unknown,4,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Iago,Orlando City,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hugo Picard,Columbus Crew,Unknown,3,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Hugo Lloris,Los Angeles FC,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Japhet Sery,Philadelphia Union,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jason Shokalook,Chicago Fire,Unknown,1,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Jude Terry,Los Angeles FC,Unknown,2,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Jaziel Orozco,St. Louis City,Unknown,4,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Judah Siqueira,New England Revolution,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Juan Arias,Real Salt Lake,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jovan Lukić,Philadelphia Union,Unknown,4,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
José Caicedo,Portland Timbers,Unknown,5,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Joshua Atencio,Colorado Rapids,Unknown,4,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Josh Bauer,Nashville SC,Unknown,5,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Joseph Rosales,Austin FC,Unknown,4,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Josef Martínez,Columbus Crew,Unknown,2,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Jorge Alastuey,Austin FC,Unknown,1,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Jordan Knight,Nashville SC,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Joran Gerbet,Orlando City,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jonathan Sirois,FC Dallas,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jonathan González,San Jose Earthquakes,Unknown,2,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Jonathan Dean,Chicago Fire,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jonathan Bond,Houston Dynamo,Unknown,6,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jonathan Bamba,Chicago Fire,Unknown,5,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0
Jon Bell,Austin FC,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jimer Fory,Portland Timbers,Unknown,5,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Jesús Daniel Bueno,Philadelphia Union,Unknown,5,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Jeremy Ebobisse,Los Angeles FC,Unknown,4,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Jeppe Tverskov,San Diego FC,Unknown,5,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Jeison Palacios,Nashville SC,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jefferson Díaz,Minnesota United,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Justin Che,Red Bull New York,Unknown,5,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
